0.12|3|6|2|10
0.18|5|6|1|11
0.17|6|2|1|11
0.12|5|10|2|10
0.13|8|4|2|10
0.17|5|6|1|9
0.16|8|1|2|9
0.17|6|9|2|10
0.19|5|4|1|10
0.13|6|5|1|10
0.13|6|6|1|11
0.18|4|9|2|10
0.11|8|3|2|9
0.15|4|4|1|10
0.14|4|5|2|11
0.11|4|1|2|10
0.11|8|7|1|11
0.18|5|7|2|9
0.16|6|4|1|10
0.21|6|5|1|10
0.16|5|4|2|10
0.16|6|6|2|10
0.15|5|4|1|10
0.14|4|5|1|11
0.14|6|8|1|11
0.13|2|6|2|9
0.12|2|4|1|10
0.15|6|2|2|10
0.12|4|4|2|9
0.17|3|4|2|10
0.15|8|6|2|10
0.19|6|8|1|9
0.14|3|6|2|10
0.13|4|5|1|10
0.13|1|3|1|9
0.14|5|6|1|10
0.19|7|4|2|10
0.17|6|8|2|10
0.15|2|4|2|11
0.16|3|7|3|10
0.09|6|4|1|10
0.15|2|5|2|10
0.16|5|3|1|10
0.15|6|4|1|10
0.17|5|5|1|10
0.12|5|6|2|10
0.14|5|5|2|10
0.14|7|7|1|9
0.17|3|2|2|10
0.13|2|7|1|10
0.13|7|6|2|10
0.09|6|7|2|10
0.15|3|5|2|10
0.13|7|4|2|10
0.16|5|6|1|10
0.18|6|3|2|9
0.15|6|5|2|10
0.17|3|6|1|11
0.15|5|8|2|9
0.15|8|6|1|9
0.12|8|4|2|10
0.18|7|7|1|10
0.15|3|4|1|10
0.18|3|5|2|10
0.11|6|8|1|10
0.16|4|5|1|9
0.15|7|5|2|11
0.12|5|6|2|10
0.16|5|6|1|10
0.15|5|5|1|10
0.18|4|4|2|10
0.12|8|8|2|10
0.17|7|-0|1|9
0.15|5|5|2|11
0.1|8|7|1|11
0.14|7|6|1|10
0.11|6|6|0|11
0.18|9|4|2|10
0.14|2|2|1|9
0.15|5|9|2|10
0.12|4|7|1|10
0.14|4|3|2|10
0.18|5|6|2|10
0.14|4|6|2|11
0.17|8|3|1|9
0.14|6|6|1|10
0.14|5|4|1|10
0.18|5|7|1|10
0.15|7|6|2|10
0.14|7|8|1|10
0.18|4|6|2|11
0.13|6|11|1|10
0.13|6|7|2|9
0.17|5|4|2|10
0.12|8|4|2|10
0.18|4|1|1|10
0.13|8|7|2|9
0.13|7|4|2|10
0.14|8|7|1|10
0.14|5|5|1|11
0.17|6|6|1|10
0.13|5|4|2|9
0.16|4|4|2|10
0.16|5|4|2|10
0.11|8|4|1|10
0.14|6|5|2|10
0.12|3|3|1|10
0.15|5|6|2|10
0.12|5|2|2|10
0.18|7|5|2|9
0.16|7|10|1|10
0.17|4|5|1|10
0.19|4|3|1|10
0.14|7|7|1|10
0.14|5|7|1|10
0.18|1|5|2|11
0.18|10|0|1|12
0.13|4|3|1|11
0.14|10|3|1|10
0.14|4|4|1|10
0.19|3|2|1|11
0.17|3|1|1|10
0.14|4|4|1|10
0.1|2|5|1|11
0.16|4|5|1|10
0.14|2|7|2|9
0.13|6|4|2|9
0.17|3|3|2|10
0.13|2|6|1|10
0.15|5|4|2|10
0.11|9|3|1|9
0.16|2|5|1|9
0.16|4|7|1|10
0.16|3|2|2|11
0.19|6|3|2|10
0.17|4|1|1|10
0.14|5|5|1|10
0.16|4|10|1|11
0.12|6|5|2|10
0.17|3|3|1|10
0.12|3|5|2|10
0.13|7|5|1|10
0.11|5|7|1|11
0.15|3|5|2|10
0.14|4|6|2|10
0.21|6|5|2|9
0.13|3|3|1|10
0.14|2|6|1|11
0.12|5|9|1|10
0.14|0|2|1|10
0.17|4|10|1|11
0.14|5|8|2|10
0.13|7|7|0|10
0.14|6|2|1|11
0.16|5|5|1|10
0.13|8|3|1|10
0.18|6|5|1|11
0.16|7|7|2|9
0.13|5|4|1|9
0.15|2|6|1|10
0.16|4|6|2|11
0.16|2|5|2|10
0.16|6|9|2|11
0.19|9|5|2|10
0.14|5|5|1|10
0.13|3|5|2|10
0.19|8|6|1|10
0.13|7|2|1|9
0.2|7|4|1|10
0.12|5|5|1|10
0.15|4|3|2|10
0.14|2|4|2|10
0.17|3|5|2|10
0.2|4|4|1|10
0.14|3|4|2|10
0.13|5|7|1|10
0.18|4|4|2|9
0.17|4|5|2|10
0.16|7|5|2|10
0.16|6|4|1|10
0.14|5|5|1|10
0.18|3|7|2|9
0.16|9|4|2|10
0.15|3|4|2|10
0.14|3|8|1|10
0.13|4|4|1|11
0.11|7|4|2|11
0.18|6|3|1|11
0.16|5|8|2|11
0.19|4|7|1|9
0.2|7|3|2|11
0.16|7|6|2|10
0.18|6|3|2|9
0.12|5|6|1|11
0.13|5|3|1|10
0.13|5|4|1|11
0.17|6|4|1|9
0.14|8|4|1|10
0.16|4|2|1|10
0.19|5|8|2|9
0.13|6|3|1|10
0.14|4|5|2|10
0.12|9|3|1|11
0.15|4|5|1|10
0.16|5|2|3|10
0.13|4|6|1|9
0.19|8|3|1|10
0.12|4|5|2|10
0.2|5|5|1|10
0.18|7|6|1|11
